Korean Word,Emotion,Emotion-Intensity-Score
클라이맥스,surprise,0.805
깜짝 놀라,surprise,0.805
놀라게 하다,surprise,0.805
공황,surprise,0.797
깜짝 놀란,surprise,0.797
폭발하다,surprise,0.789
폭탄,surprise,0.789
외치다,surprise,0.789
놀람,surprise,0.781
유 괴,surprise,0.773
놀라운,surprise,0.773
폭발하다,surprise,0.773
습격,surprise,0.773
기적적,surprise,0.773
침략하다,surprise,0.773
채가다,surprise,0.766
예측할 수 없는,surprise,0.758
멍하니,surprise,0.758
멍청한,surprise,0.758
압도적,surprise,0.758
이상한 사람,surprise,0.75
상상할 수 없는,surprise,0.75
사고,surprise,0.75
터무니없는,surprise,0.75
공포,surprise,0.742
몹시 놀라게 하다,surprise,0.742
전격,surprise,0.742
당황하다,surprise,0.742
주춤하다,surprise,0.742
깜짝 놀라게 하다,surprise,0.742
난파선,surprise,0.742
학살,surprise,0.742
열광적인,surprise,0.734
크래시,surprise,0.734
굉장한,surprise,0.734
마취,surprise,0.734
흥분,surprise,0.734
난폭한,surprise,0.727
항의,surprise,0.727
사라졌다,surprise,0.727
달맞이,surprise,0.727
갑자기,surprise,0.727
두려움,surprise,0.719
비명,surprise,0.719
숨가쁜,surprise,0.719
사보타주,surprise,0.719
비명,surprise,0.719
예상치 못한,surprise,0.719
어리둥절,surprise,0.719
살인,surprise,0.719
놀라움,surprise,0.719
파열,surprise,0.719
예기치 않은,surprise,0.711
깜짝 놀라게 하다,surprise,0.711
통제할 수 없는,surprise,0.711
발사,surprise,0.711
눈사태,surprise,0.711
헐떡거리다,surprise,0.711
충격,surprise,0.711
쾅,surprise,0.703
험준한,surprise,0.703
침입자,surprise,0.703
뜻하지 않은,surprise,0.703
미결,surprise,0.703
황폐,surprise,0.703
급등하다,surprise,0.703
일으키다,surprise,0.695
덤파운더,surprise,0.695
소리치다,surprise,0.695
전례 없는,surprise,0.695
스트라이크,surprise,0.695
휘발성,surprise,0.695
긴급한,surprise,0.695
찌르다,surprise,0.695
방해,surprise,0.688
대학살,surprise,0.688
믿을 수 없는,surprise,0.688
장관을 이루는,surprise,0.688
스릴,surprise,0.68
무모,surprise,0.68
외치다,surprise,0.68
거대한,surprise,0.68
찰싹,surprise,0.68
설명할 수 없는,surprise,0.672
테러리스트,surprise,0.672
신나는,surprise,0.672
우연한,surprise,0.672
우연히,surprise,0.672
치는,surprise,0.672
마음을 사로잡다,surprise,0.672
들뜬,surprise,0.672
전복,surprise,0.664
무서운,surprise,0.664
혁명,surprise,0.664
화산,surprise,0.664
이상한,surprise,0.664
반란,surprise,0.656
유혈,surprise,0.656
좀도둑,surprise,0.656
말하기 싫은,surprise,0.656
방화범,surprise,0.656
감염병 유행,surprise,0.648
폭력적인,surprise,0.648
분열,surprise,0.648
놀랍게도,surprise,0.648
폭동,surprise,0.648
홀린,surprise,0.648
집진 장치,surprise,0.648
순진한,surprise,0.648
공격,surprise,0.648
의도하지 않은,surprise,0.648
외침,surprise,0.641
형언할 수 없는,surprise,0.641
소란,surprise,0.641
즉흥,surprise,0.641
들불,surprise,0.641
자극,surprise,0.641
진한 럼주,surprise,0.641
열광,surprise,0.641
불확실한,surprise,0.633
약탈,surprise,0.633
입을 크게 벌리다,surprise,0.633
배반,surprise,0.633
입을 딱 벌리고,surprise,0.633
변칙,surprise,0.633
프레스토 악장,surprise,0.633
환영,surprise,0.633
경탄,surprise,0.625
도살,surprise,0.625
장난,surprise,0.625
신비,surprise,0.625
살인적인,surprise,0.625
고통,surprise,0.625
마법,surprise,0.625
흥분한,surprise,0.625
대소동,surprise,0.625
긴급,surprise,0.625
상상할 수 없는,surprise,0.617
방해하는,surprise,0.617
민첩,surprise,0.617
극심한,surprise,0.617
속임수,surprise,0.617
사라지다,surprise,0.617
충돌,surprise,0.617
살인,surprise,0.617
도둑,surprise,0.609
눈가리개,surprise,0.609
불안정한,surprise,0.609
교살,surprise,0.609
일격,surprise,0.609
마법 같은,surprise,0.609
파편,surprise,0.609
튀김,surprise,0.609
무감각,surprise,0.602
상상할 수 없는,surprise,0.602
팔다,surprise,0.602
무시하다,surprise,0.602
축제,surprise,0.602
공격하다,surprise,0.602
대홍수,surprise,0.602
태클,surprise,0.602
기괴,surprise,0.594
번개,surprise,0.594
깜짝 놀랄 만한,surprise,0.594
날카로운,surprise,0.594
재난,surprise,0.594
경고,surprise,0.594
신비한,surprise,0.586
무작위로,surprise,0.586
야생의,surprise,0.586
책략,surprise,0.586
보너스,surprise,0.586
함정,surprise,0.586
섬뜩한,surprise,0.586
놀랄 만한,surprise,0.586
시기상조,surprise,0.578
파상 배치,surprise,0.578
기쁨,surprise,0.578
신의 선물,surprise,0.578
기뻐하는,surprise,0.578
전기 같은,surprise,0.578
미쳐 날뛰는,surprise,0.578
기괴한,surprise,0.578
죽음,surprise,0.578
흡충,surprise,0.578
괴벽,surprise,0.578
동적,surprise,0.57
당황,surprise,0.57
복수,surprise,0.57
극악한,surprise,0.562
홀리다,surprise,0.562
바보,surprise,0.562
황홀한,surprise,0.562
보상,surprise,0.562
폭로하다,surprise,0.562
다시 나타나다,surprise,0.562
익살스러운,surprise,0.555
변덕,surprise,0.555
기적학,surprise,0.555
상상하다,surprise,0.555
진전,surprise,0.555
구조하다,surprise,0.547
현혹,surprise,0.547
영웅적 자질,surprise,0.547
비추다,surprise,0.547
우승자,surprise,0.547
사정,surprise,0.547
방해하다,surprise,0.547
희박,surprise,0.547
고삐 풀린,surprise,0.547
감질나게 하는,surprise,0.547
펀치,surprise,0.539
환호,surprise,0.539
반역,surprise,0.539
위반,surprise,0.539
축하,surprise,0.539
환각,surprise,0.539
마블,surprise,0.539
운이 좋은,surprise,0.539
찌르기,surprise,0.539
방해하다,surprise,0.539
모욕,surprise,0.539
숨기는,surprise,0.531
가지 그루터기,surprise,0.531
감각,surprise,0.531
소시지,surprise,0.531
몹시,surprise,0.531
모욕,surprise,0.531
농담,surprise,0.531
발견되지 않은,surprise,0.523
자유롭게 하다,surprise,0.523
부채,surprise,0.523
포기,surprise,0.523
직접,surprise,0.523
즉흥적으로,surprise,0.523
희생,surprise,0.523
투석기,surprise,0.523
위엄 있는,surprise,0.523
궁금하다,surprise,0.523
기쁘게 하다,surprise,0.523
간지럼,surprise,0.516
가능성,surprise,0.516
개가 깽깽 우는 소리,surprise,0.516
멀리서 짖는 소리,surprise,0.516
몰래,surprise,0.516
본의 아니게,surprise,0.508
웅장한,surprise,0.508
휘어진,surprise,0.508
화려하다,surprise,0.508
초월,surprise,0.508
날뛰다,surprise,0.508
운,surprise,0.508
곡구,surprise,0.508
팝,surprise,0.508
활기 있게 만들다,surprise,0.5
살해자,surprise,0.5
놀랄 만한,surprise,0.5
드문,surprise,0.5
격통,surprise,0.5
에로틱,surprise,0.5
버릇 없음,surprise,0.5
전환,surprise,0.5
과장된 어조,surprise,0.5
경보,surprise,0.5
기이,surprise,0.5
기절,surprise,0.5
당황,surprise,0.5
붙잡다,surprise,0.492
생신,surprise,0.492
위장,surprise,0.492
말로 표현할 수 없는,surprise,0.492
키메라,surprise,0.492
지우다,surprise,0.492
유인 못,surprise,0.492
경색,surprise,0.492
위대,surprise,0.492
긴급,surprise,0.492
찌르기,surprise,0.484
변하기 쉬운,surprise,0.484
호기심,surprise,0.484
악마,surprise,0.484
말로 표현할 수 없는,surprise,0.484
마술사,surprise,0.484
싼 어림,surprise,0.484
과시,surprise,0.484
큰 떼거리,surprise,0.484
열성,surprise,0.484
사건,surprise,0.477
조명,surprise,0.477
발뺌,surprise,0.477
재채기,surprise,0.477
전복,surprise,0.477
둔한 사람,surprise,0.477
행운,surprise,0.477
이상한,surprise,0.477
끔찍하게,surprise,0.477
지키지 않는,surprise,0.477
배회,surprise,0.469
반전,surprise,0.469
마법사,surprise,0.469
빠른,surprise,0.469
의심 많은,surprise,0.469
부서지다,surprise,0.461
슬립,surprise,0.461
다른,surprise,0.461
아주 웃긴,surprise,0.461
우연의 일치,surprise,0.461
수비토,surprise,0.461
과대평가,surprise,0.453
지독한 시련,surprise,0.453
소실,surprise,0.453
명랑한 소동,surprise,0.453
래플,surprise,0.453
승리,surprise,0.453
아주 멋진,surprise,0.453
사기,surprise,0.453
고백,surprise,0.453
화려한,surprise,0.445
충격,surprise,0.445
우연히,surprise,0.445
뛰어나다,surprise,0.445
열성가,surprise,0.445
도박,surprise,0.445
위업,surprise,0.445
웃음,surprise,0.445
닦다,surprise,0.438
독특한,surprise,0.438
무의미한,surprise,0.438
변하기 쉬운,surprise,0.438
화려,surprise,0.438
황홀한,surprise,0.438
의도하지 않은,surprise,0.438
매혹,surprise,0.43
전율,surprise,0.43
소송,surprise,0.43
선물,surprise,0.43
은밀한,surprise,0.43
축제,surprise,0.43
음모,surprise,0.43
아주 기뻐하는,surprise,0.43
심판,surprise,0.422
몰래 하기,surprise,0.422
호리다,surprise,0.422
독창성,surprise,0.422
수수께끼,surprise,0.422
수은,surprise,0.422
불법,surprise,0.414
실험,surprise,0.414
피하는,surprise,0.414
졸도,surprise,0.414
해방,surprise,0.414
주정,surprise,0.414
위증,surprise,0.414
정확성,surprise,0.414
퍼레이드,surprise,0.406
박수 갈채,surprise,0.406
탁월한,surprise,0.406
매력,surprise,0.406
열렬한,surprise,0.406
노름꾼,surprise,0.406
축제,surprise,0.406
이혼,surprise,0.398
추측,surprise,0.398
왕자 다운,surprise,0.398
익살 연극,surprise,0.398
비밀,surprise,0.398
실금,surprise,0.391
아름다운 요정,surprise,0.391
쾌활한,surprise,0.391
남녀 추니,surprise,0.391
최고,surprise,0.391
포부,surprise,0.391
책임,surprise,0.383
잃다,surprise,0.383
시체,surprise,0.383
더할 나위 없는,surprise,0.383
기특한,surprise,0.383
계승,surprise,0.383
점수,surprise,0.383
꿀꺽 꿀꺽,surprise,0.375
위장,surprise,0.375
전진,surprise,0.375
성공하다,surprise,0.375
상쾌한,surprise,0.375
신비주의자,surprise,0.375
칭찬,surprise,0.375
희망,surprise,0.367
조커,surprise,0.367
불꽃,surprise,0.367
발굴,surprise,0.367
관능적 인,surprise,0.367
오락,surprise,0.359
감정,surprise,0.359
수정하다,surprise,0.352
축복,surprise,0.352
새로 온 사람,surprise,0.352
오빗,surprise,0.352
연기,surprise,0.352
상,surprise,0.352
시골뜨기,surprise,0.352
제일 높은,surprise,0.344
영웅,surprise,0.344
영화 롭게하다,surprise,0.344
진보,surprise,0.344
시작,surprise,0.344
훌륭하게,surprise,0.344
유명 인사,surprise,0.344
다시 불을 붙이다,surprise,0.336
낙천주의,surprise,0.336
거룩하게 하다,surprise,0.336
매 맞지 않은,surprise,0.336
거대한,surprise,0.336
이를 드러내고 웃다,surprise,0.336
기억에 남는,surprise,0.336
경고,surprise,0.336
해산,surprise,0.336
비대,surprise,0.328
감탄,surprise,0.328
시험,surprise,0.32
천사,surprise,0.32
현재,surprise,0.32
잡다,surprise,0.32
우연,surprise,0.32
성자,surprise,0.312
포옹하다,surprise,0.312
바람둥이,surprise,0.312
퓨마,surprise,0.312
키스,surprise,0.312
자유,surprise,0.312
스크럼,surprise,0.312
치료하다,surprise,0.312
참을 수 없는,surprise,0.312
가끔,surprise,0.312
해임,surprise,0.312
완전,surprise,0.305
성스럽게,surprise,0.305
채우다,surprise,0.305
관대,surprise,0.305
출격,surprise,0.305
만져서 알 수 있는,surprise,0.297
마지막으로,surprise,0.297
다르게,surprise,0.297
극성,surprise,0.297
의식,surprise,0.297
유리한,surprise,0.297
더 큰,surprise,0.297
경고하다,surprise,0.297
메달,surprise,0.289
로맨스,surprise,0.289
초대,surprise,0.289
인사,surprise,0.289
사직,surprise,0.281
영예,surprise,0.281
노동,surprise,0.281
솔직한,surprise,0.281
여행,surprise,0.281
응시,surprise,0.273
존경하다,surprise,0.266
희미한 빛,surprise,0.266
장난이 심하다,surprise,0.266
체세포,surprise,0.266
제전,surprise,0.266
흉내,surprise,0.266
파산,surprise,0.266
잠그다,surprise,0.266
초대,surprise,0.266
보상하다,surprise,0.266
전수,surprise,0.258
보어,surprise,0.258
킬킬 웃음,surprise,0.258
웃다,surprise,0.258
가설,surprise,0.258
신흔 여행,surprise,0.25
오페라,surprise,0.242
즐거운,surprise,0.242
결혼하다,surprise,0.242
독립,surprise,0.242
성가,surprise,0.234
신성한 것,surprise,0.234
평가,surprise,0.234
리드미컬한,surprise,0.234
유망한,surprise,0.234
떠나다,surprise,0.234
트로피,surprise,0.234
거래,surprise,0.227
행렬,surprise,0.227
방,surprise,0.227
쇼핑,surprise,0.219
뮤지컬,surprise,0.219
아끼다,surprise,0.219
좋은,surprise,0.219
새벽,surprise,0.211
단순화,surprise,0.211
껍데기,surprise,0.211
수신,surprise,0.203
돈,surprise,0.203
무효화하다,surprise,0.203
청정,surprise,0.203
달콤한,surprise,0.203
동기화,surprise,0.195
귀중한,surprise,0.195
인도적,surprise,0.195
예방법,surprise,0.195
충족되지 않은,surprise,0.195
기꺼이 남을 돌봐 주는,surprise,0.188
특이하게,surprise,0.188
눈금,surprise,0.18
예견하다,surprise,0.18
기도하다,surprise,0.18
사랑스러운,surprise,0.18
갈증,surprise,0.172
입,surprise,0.172
청소년,surprise,0.172
태양,surprise,0.172
미술,surprise,0.172
선량,surprise,0.164
숨어있는,surprise,0.156
챙,surprise,0.156
연체,surprise,0.156
연습,surprise,0.156
충실한,surprise,0.148
예상하다,surprise,0.148
무선 전화,surprise,0.148
목적지,surprise,0.148
유아,surprise,0.141
크림,surprise,0.141
윤활유,surprise,0.141
인용하다,surprise,0.141
운동장,surprise,0.133
투표,surprise,0.125
가르치다,surprise,0.125
조직,surprise,0.125
돌고래,surprise,0.117
무게,surprise,0.117
웃다,surprise,0.117
여성 단체,surprise,0.109
케이블,surprise,0.109
맑은,surprise,0.102
꾸준한,surprise,0.094
평화로운,surprise,0.086
온천,surprise,0.086
여가,surprise,0.086
피크닉,surprise,0.078
나무,surprise,0.078
벌레,surprise,0.055
박진성,trust,0.906
TRUE,trust,0.883
신뢰할 수 있는,trust,0.867
명예,trust,0.844
정직,trust,0.844
솔직한,trust,0.844
진실,trust,0.844
거짓말 안하는,trust,0.836
신뢰,trust,0.836
형제간,trust,0.82
맡기다,trust,0.812
헌신적인,trust,0.805
충의,trust,0.805
진실성,trust,0.805
명예로운,trust,0.805
신뢰하다,trust,0.805
믿을 수 있음,trust,0.805
충실한,trust,0.797
진실된,trust,0.797
협력 관계,trust,0.789
책임이 있는,trust,0.789
진실,trust,0.789
지혜,trust,0.789
확인,trust,0.781
협력적인,trust,0.781
맹세,trust,0.781
맹세,trust,0.781
상당한,trust,0.773
여성 단체,trust,0.773
영웅,trust,0.773
신뢰할 수 있는,trust,0.773
약속하다,trust,0.773
확인,trust,0.773
자격 있는,trust,0.766
입증,trust,0.766
존경,trust,0.766
동정심,trust,0.759
승인,trust,0.758
도의적인,trust,0.758
신뢰할 수 있음,trust,0.758
신뢰할 수 있는,trust,0.758
보관,trust,0.758
평판이 좋은,trust,0.758
사랑,trust,0.758
친구,trust,0.75
안정적인,trust,0.75
진본인,trust,0.75
능력,trust,0.75
보호,trust,0.75
동반자,trust,0.75
조언,trust,0.75
존경,trust,0.75
충실한,trust,0.75
진실한,trust,0.75
신탁,trust,0.75
동맹국,trust,0.75
입증된,trust,0.742
자유,trust,0.742
인사,trust,0.742
우정,trust,0.742
믿음,trust,0.742
건강한,trust,0.742
진심으로,trust,0.734
통일,trust,0.734
확인,trust,0.734
보호,trust,0.734
안심,trust,0.734
보관 위원,trust,0.734
서포터,trust,0.734
존경하는,trust,0.734
훌륭한,trust,0.734
사실,trust,0.727
우정,trust,0.727
수락,trust,0.727
비밀리에,trust,0.727
자신감,trust,0.727
평등,trust,0.727
동맹,trust,0.727
신임장,trust,0.727
믿는,trust,0.727
우수,trust,0.727
합의,trust,0.727
근사,trust,0.719
인증하다,trust,0.719
덕 있는,trust,0.719
지능,trust,0.719
혈연,trust,0.719
덕,trust,0.719
영광,trust,0.719
정당성,trust,0.711
자비로운,trust,0.711
결정,trust,0.711
신용할 수 있는,trust,0.711
일관성,trust,0.711
충성,trust,0.711
협력,trust,0.711
보장하다,trust,0.711
봉납,trust,0.711
똑바로,trust,0.711
협력,trust,0.711
믿을 수 있는,trust,0.703
양육하다,trust,0.703
어머니,trust,0.703
충족,trust,0.703
감탄,trust,0.703
멘토르,trust,0.703
후견,trust,0.703
보증,trust,0.703
도덕,trust,0.703
어머니,trust,0.703
순결한,trust,0.703
숭경,trust,0.703
성역,trust,0.703
우정,trust,0.703
준비된,trust,0.703
존경하다,trust,0.703
보호받는,trust,0.703
증거,trust,0.703
친위대,trust,0.695
잘 만들어진,trust,0.695
결혼,trust,0.695
결연한,trust,0.695
수신,trust,0.695
인도적,trust,0.695
계약,trust,0.695
용기,trust,0.695
책임 있는,trust,0.695
기분 좋은,trust,0.695
단합,trust,0.695
파괴할 수 없는,trust,0.695
승인,trust,0.695
보호자,trust,0.695
인정 많은,trust,0.695
과학자,trust,0.695
인증,trust,0.695
약속,trust,0.688
고문,trust,0.688
확실성,trust,0.688
이해,trust,0.688
안전한,trust,0.688
안내,trust,0.688
일부일처,trust,0.688
용기,trust,0.688
견고,trust,0.688
완전,trust,0.688
믿었다,trust,0.688
인류,trust,0.688
정당화할 수 있는,trust,0.688
능숙한,trust,0.688
존중,trust,0.688
보호자,trust,0.68
고무하다,trust,0.68
희망,trust,0.68
파트너,trust,0.68
전문적 지식,trust,0.68
겸손한,trust,0.68
나눌 수 없는,trust,0.68
공식적인,trust,0.68
확인하다,trust,0.68
정통,trust,0.68
확인,trust,0.68
근민,trust,0.68
할아버지,trust,0.68
옹호,trust,0.68
선량,trust,0.68
칭찬할 만하다,trust,0.68
수락,trust,0.68
외교,trust,0.68
지도자,trust,0.68
털어놓다,trust,0.68
동의,trust,0.68
승인하다,trust,0.68
직업적인,trust,0.68
연상,trust,0.68
비밀의,trust,0.68
흠이 없는,trust,0.672
수락,trust,0.672
거룩하게 하다,trust,0.672
지능적인,trust,0.672
안전한,trust,0.672
가장 강한,trust,0.672
위엄,trust,0.672
흔들리지 않는,trust,0.672
백과 사전,trust,0.672
지배,trust,0.672
결합력 있는,trust,0.672
조화롭게,trust,0.672
자비심,trust,0.672
치유,trust,0.672
공인,trust,0.672
계약,trust,0.672
책임,trust,0.664
팀,trust,0.664
권한,trust,0.664
과장된 어조,trust,0.664
신뢰,trust,0.664
전문가,trust,0.664
의사소통하다,trust,0.664
영적인,trust,0.664
흠잡을 데 없는,trust,0.664
전문가,trust,0.664
긍정적으로,trust,0.664
능숙,trust,0.664
이행,trust,0.664
지지하다,trust,0.664
제자,trust,0.664
증명,trust,0.664
장점,trust,0.664
지원,trust,0.664
대사,trust,0.664
안내서,trust,0.664
동의하기,trust,0.664
강하게 하는 것,trust,0.661
신성한 것,trust,0.656
사리,trust,0.656
보증,trust,0.656
힘,trust,0.656
관계,trust,0.656
방어,trust,0.656
불변,trust,0.656
유리한,trust,0.656
신사,trust,0.656
조언,trust,0.656
과학적,trust,0.656
구조,trust,0.656
장로,trust,0.656
훌륭한,trust,0.656
성취하다,trust,0.656
확고부동,trust,0.656
친숙한,trust,0.656
진보,trust,0.656
믿는다,trust,0.656
참사관,trust,0.648
사랑스러운,trust,0.648
타당한,trust,0.648
동의,trust,0.648
영웅적 자질,trust,0.648
의존하다,trust,0.648
받치다,trust,0.648
형제,trust,0.648
결혼,trust,0.648
확실히,trust,0.648
평화로운,trust,0.648
성자,trust,0.648
수락,trust,0.648
연대,trust,0.648
지원,trust,0.648
영감,trust,0.648
고귀한,trust,0.648
성공적인,trust,0.648
조화,trust,0.648
보호,trust,0.648
능력,trust,0.648
동료,trust,0.648
학생,trust,0.648
돕다,trust,0.648
가치 있는,trust,0.643
은인,trust,0.641
신용,trust,0.641
신뢰,trust,0.641
무조건,trust,0.641
안수,trust,0.641
합법적인,trust,0.641
챔피언,trust,0.641
합법적인,trust,0.641
내구성,trust,0.641
사법부,trust,0.641
의사,trust,0.641
사랑하는,trust,0.641
확신,trust,0.641
설립하다,trust,0.641
엄마,trust,0.641
친절한,trust,0.641
단일성,trust,0.641
양심적,trust,0.641
진짜,trust,0.641
공존하다,trust,0.641
주요한,trust,0.641
선생님,trust,0.641
친밀한,trust,0.634
형제 같은,trust,0.633
내과 의사,trust,0.633
사법,trust,0.633
성스럽게,trust,0.633
포부,trust,0.633
양심,trust,0.633
학의,trust,0.633
충실도,trust,0.633
건강,trust,0.633
중요한,trust,0.633
경의,trust,0.633
합법성,trust,0.633
꿋꿋함,trust,0.633
관계,trust,0.633
승인,trust,0.633
용기 있는,trust,0.633
경건한,trust,0.633
지지하다,trust,0.633
등뼈,trust,0.633
승인하다,trust,0.633
연습,trust,0.633
신성화,trust,0.633
유망한,trust,0.633
설득력 있는,trust,0.633
신을 하다,trust,0.633
천사,trust,0.625
권한 부여,trust,0.625
자신 있는,trust,0.625
정화하다,trust,0.625
돌보는 사람,trust,0.625
관심,trust,0.625
심오한,trust,0.625
성취,trust,0.625
분명한,trust,0.625
양성,trust,0.625
의사소통,trust,0.625
교수직,trust,0.625
축복,trust,0.625
가장 깊은,trust,0.625
장려하다,trust,0.625
소방수,trust,0.625
위엄 있는,trust,0.625
예의 바른,trust,0.625
인증하다,trust,0.625
아주 멋진,trust,0.625
약속 된,trust,0.625
정확한,trust,0.625
승인,trust,0.617
낙천주의,trust,0.617
계획,trust,0.617
신자,trust,0.617
조언,trust,0.617
기리다,trust,0.617
복음,trust,0.617
목적,trust,0.617
합리적인,trust,0.617
아끼다,trust,0.617
지속적으로,trust,0.617
피난처,trust,0.617
근본적인,trust,0.617
근본적인,trust,0.617
일치,trust,0.617
의기 양양한,trust,0.617
보증,trust,0.617
성서,trust,0.617
사면,trust,0.617
휴전,trust,0.617
안심,trust,0.617
감사,trust,0.617
자질,trust,0.617
열렬한,trust,0.617
좋은,trust,0.617
탄핵할 수 없는,trust,0.617
확증하다,trust,0.617
인정 있는,trust,0.617
여걸,trust,0.617
가르치다,trust,0.617
하느님,trust,0.617
친절한,trust,0.617
경전,trust,0.609
문명,trust,0.609
웅대,trust,0.609
추천하다,trust,0.609
진행,trust,0.609
청지기,trust,0.609
정화,trust,0.609
후원자,trust,0.609
기특한,trust,0.609
치유하다,trust,0.609
사려 깊은,trust,0.609
축복,trust,0.609
중재인,trust,0.609
안저지,trust,0.609
공증인,trust,0.609
의식,trust,0.609
신념,trust,0.609
뛰어나다,trust,0.609
행복하다,trust,0.609
칭찬,trust,0.609
훌륭한,trust,0.609
기호,trust,0.609
결정적인,trust,0.609
편안,trust,0.609
장교,trust,0.609
평화,trust,0.602
평온,trust,0.602
나무랄 데 없는,trust,0.602
포옹하다,trust,0.602
식별하다,trust,0.602
탁월한,trust,0.602
꾸준한,trust,0.602
수녀,trust,0.602
경비,trust,0.602
대칭,trust,0.602
주류,trust,0.602
다하다,trust,0.602
겸손,trust,0.602
도움이 되는,trust,0.602
초월,trust,0.602
무조건,trust,0.602
용감한,trust,0.602
닦다,trust,0.602
경험,trust,0.602
계발,trust,0.602
교감 신경,trust,0.602
증인,trust,0.602
자지 않고 지키는,trust,0.594
내각,trust,0.594
해군 대장,trust,0.594
각성,trust,0.594
의존하다,trust,0.594
관대,trust,0.594
돕다,trust,0.594
무료,trust,0.594
평가,trust,0.594
꽤,trust,0.594
밝히다,trust,0.594
강하게 하다,trust,0.594
간호사,trust,0.594
자질,trust,0.594
공상가,trust,0.594
칭찬,trust,0.594
저명,trust,0.594
결혼하다,trust,0.594
관대한,trust,0.594
고마움,trust,0.594
세이지,trust,0.594
평온,trust,0.594
공공연히,trust,0.594
승인하다,trust,0.594
배우자,trust,0.594
박애주의적인,trust,0.594
섭정,trust,0.594
입증하다,trust,0.594
칭찬,trust,0.594
이사회,trust,0.594
효율적인,trust,0.594
여보,trust,0.589
조례,trust,0.586
웅장한,trust,0.586
지정,trust,0.586
경건한,trust,0.586
선임 순위,trust,0.586
보존,trust,0.586
교육적인,trust,0.586
뿌리를 내린,trust,0.586
계승,trust,0.586
외교,trust,0.586
친구,trust,0.586
확신시키다,trust,0.586
다함 없는,trust,0.586
공유하다,trust,0.586
수도사,trust,0.586
헌법상의,trust,0.586
사랑스러운,trust,0.586
규정 준수,trust,0.586
증명하다,trust,0.586
승리,trust,0.586
고요한,trust,0.586
체크리스트,trust,0.586
농업,trust,0.586
즐기는,trust,0.586
존경하다,trust,0.586
부족,trust,0.586
가치 있는,trust,0.586
즐거운,trust,0.586
대리자,trust,0.586
돕는 사람,trust,0.586
천사의,trust,0.586
큰 뜻,trust,0.586
아버지,trust,0.586
환호,trust,0.586
고백,trust,0.586
집합적으로,trust,0.586
맑은 정신,trust,0.586
명성,trust,0.586
견고,trust,0.586
구조적,trust,0.578
공평성,trust,0.578
항해자,trust,0.578
판사,trust,0.578
대피소,trust,0.578
공존하는,trust,0.578
문제시 되지 않는,trust,0.578
주의 깊은,trust,0.578
순종하다,trust,0.578
교수,trust,0.578
확신,trust,0.578
친교,trust,0.578
쾌활함,trust,0.578
초대,trust,0.578
반박할 수 없는,trust,0.578
사령관,trust,0.578
웃다,trust,0.578
권위 있는,trust,0.578
자선가,trust,0.578
합법화,trust,0.578
숭배하다,trust,0.578
똑바로,trust,0.578
회복,trust,0.578
충실한,trust,0.578
지키는 개,trust,0.578
사도,trust,0.57
자원 봉사자,trust,0.57
더럽지 않은,trust,0.57
고착,trust,0.57
의심할 여지 없이,trust,0.57
권하다,trust,0.57
시간을 엄수,trust,0.57
찾다,trust,0.57
의식,trust,0.57
보어,trust,0.57
보통의,trust,0.57
영구,trust,0.57
나침반,trust,0.57
천국 같은,trust,0.57
한정된,trust,0.57
참사관,trust,0.57
풍부,trust,0.57
가이드,trust,0.57
검증된,trust,0.57
유래,trust,0.57
상대적인,trust,0.57
주요한,trust,0.57
그럴듯한,trust,0.57
협력자,trust,0.57
연결어,trust,0.57
보강 증거,trust,0.57
안전하게 하다,trust,0.57
조종사,trust,0.57
분명한,trust,0.57
기혼 여성,trust,0.57
껴안다,trust,0.57
정확히 잰,trust,0.57
요새,trust,0.562
귀중품 보관자,trust,0.562
사도의,trust,0.562
저장,trust,0.562
솔직,trust,0.562
통찰력,trust,0.562
인정하다,trust,0.562
벌다,trust,0.562
놀랄 만한,trust,0.562
강한,trust,0.562
콘텐츠,trust,0.562
활력,trust,0.562
상,trust,0.562
원기 왕성한,trust,0.562
회중,trust,0.562
융기,trust,0.562
티 없는,trust,0.562
독실한,trust,0.562
달래는,trust,0.562
기적,trust,0.562
응집력,trust,0.562
사랑 만들기,trust,0.562
치료할 수 있는,trust,0.562
즐거운,trust,0.562
배심,trust,0.562
적절한,trust,0.562
성공,trust,0.562
일치,trust,0.562
법학자,trust,0.562
박수,trust,0.562
안수,trust,0.562
보상하다,trust,0.562
인내심,trust,0.555
중재하다,trust,0.555
코치,trust,0.555
조명,trust,0.555
기르다,trust,0.555
제공,trust,0.555
상위,trust,0.555
높이다,trust,0.555
성공하다,trust,0.555
포함,trust,0.555
꾀하다,trust,0.555
합체하다,trust,0.555
약혼자,trust,0.555
산파,trust,0.555
재향 군인,trust,0.555
향하는,trust,0.555
감사,trust,0.555
은둔,trust,0.555
강장제,trust,0.555
힘 있는,trust,0.555
공정한,trust,0.555
재량,trust,0.555
선견,trust,0.555
적합성,trust,0.555
예배,trust,0.555
끊임없는,trust,0.555
재결합,trust,0.555
직관,trust,0.555
화해,trust,0.555
구급차,trust,0.555
방어자,trust,0.555
위대,trust,0.555
친구,trust,0.555
투표,trust,0.555
물리학 자,trust,0.555
예언자,trust,0.555
널리 퍼진,trust,0.547
목격자,trust,0.547
튼튼한,trust,0.547
신중한,trust,0.547
증권,trust,0.547
구원,trust,0.547
통치하다,trust,0.547
법,trust,0.547
